session_id,file_source,start_time,end_time,transaction_type,withdrawal_amount,deposit_amount,card_inserted,pin_entered,transaction_completed,notes_dispensed,notes_taken,card_taken,line_count,character_count,session_length_category,authorization_code
ABM250EJ_20250618_20250618.txt_SESSION_150_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:10,06/18/2025 12:12,balance_inquiry,,,True,False,True,False,False,True,31,690,normal,
ABM250EJ_20250618_20250618.txt_SESSION_151_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:13,06/18/2025 12:14,withdrawal,5000.0,,True,True,True,True,True,True,45,1072,normal,121374
ABM250EJ_20250618_20250618.txt_SESSION_153_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:22,06/18/2025 12:23,balance_inquiry,,,True,False,True,False,False,True,36,822,normal,091300
ABM250EJ_20250618_20250618.txt_SESSION_154_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:23,06/18/2025 12:24,balance_inquiry,,,True,True,True,False,False,True,35,775,normal,
ABM250EJ_20250618_20250618.txt_SESSION_155_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:24,06/18/2025 12:25,withdrawal,15000.0,,True,True,True,True,True,True,45,1072,normal,122582
ABM250EJ_20250618_20250618.txt_SESSION_156_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:25,06/18/2025 12:26,withdrawal,5000.0,,True,True,True,True,True,True,45,1072,normal,122484
ABM250EJ_20250618_20250618.txt_SESSION_157_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:26,06/18/2025 12:27,withdrawal,10000.0,,True,True,True,True,True,True,45,1072,normal,122586
ABM250EJ_20250618_20250618.txt_SESSION_158_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:27,06/18/2025 12:29,deposit,,,True,True,True,False,False,True,87,1788,long,122888
ABM250EJ_20250618_20250618.txt_SESSION_159_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:29,06/18/2025 12:30,withdrawal,16000.0,,True,True,True,True,True,True,45,1072,normal,122790
ABM250EJ_20250618_20250618.txt_SESSION_160_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:30,06/18/2025 12:31,withdrawal,40000.0,,True,True,True,True,True,True,45,1119,normal,791868
ABM250EJ_20250618_20250618.txt_SESSION_161_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:33,06/18/2025 12:33,balance_inquiry,,,True,True,True,False,False,True,15,374,normal,
ABM250EJ_20250618_20250618.txt_SESSION_162_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:33,06/18/2025 12:34,withdrawal,6000.0,,True,True,True,True,True,True,45,1072,normal,123294
ABM250EJ_20250618_20250618.txt_SESSION_163_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:36,06/18/2025 12:37,withdrawal,5000.0,,True,True,True,True,True,True,45,1072,normal,123496
ABM250EJ_20250618_20250618.txt_SESSION_164_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:39,06/18/2025 12:41,deposit,,,True,True,True,False,False,True,93,1973,long,123898
ABM250EJ_20250618_20250618.txt_SESSION_165_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:41,06/18/2025 12:43,deposit,,,True,True,True,False,False,True,107,2141,long,124300
ABM250EJ_20250618_20250618.txt_SESSION_166_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:43,06/18/2025 12:45,deposit,,,True,True,True,False,False,True,87,1784,long,124502
ABM250EJ_20250618_20250618.txt_SESSION_167_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:45,06/18/2025 12:47,deposit,,,True,True,True,False,False,True,83,1723,long,688080
ABM250EJ_20250618_20250618.txt_SESSION_168_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:47,06/18/2025 12:49,deposit,,,True,True,True,False,False,True,107,2204,long,689148
ABM250EJ_20250618_20250618.txt_SESSION_169_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:49,06/18/2025 12:50,balance_inquiry,,,True,True,True,False,False,True,35,775,normal,
ABM250EJ_20250618_20250618.txt_SESSION_170_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:50,06/18/2025 12:51,balance_inquiry,,,True,True,True,False,False,True,36,769,normal,124908
ABM250EJ_20250618_20250618.txt_SESSION_171_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:52,06/18/2025 12:53,deposit,,,True,True,True,False,False,True,87,1788,long,125010
ABM250EJ_20250618_20250618.txt_SESSION_172_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:54,06/18/2025 12:54,,,,True,False,True,False,False,True,9,299,short,
ABM250EJ_20250618_20250618.txt_SESSION_173_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:54,06/18/2025 12:57,deposit,,,True,True,True,False,False,True,165,3307,long,125512
ABM250EJ_20250618_20250618.txt_SESSION_174_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:57,06/18/2025 12:59,deposit,,,True,True,True,False,False,True,87,1788,long,125815
ABM250EJ_20250618_20250618.txt_SESSION_175_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 12:59,06/18/2025 13:00,balance_inquiry,,,True,False,True,False,False,True,31,690,normal,
ABM250EJ_20250618_20250618.txt_SESSION_176_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:00,06/18/2025 13:01,balance_inquiry,,,True,False,True,False,False,True,14,346,normal,
ABM250EJ_20250618_20250618.txt_SESSION_177_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:01,06/18/2025 13:01,,,,True,False,True,False,False,True,9,299,short,
ABM250EJ_20250618_20250618.txt_SESSION_178_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:02,06/18/2025 13:02,balance_inquiry,,,True,False,True,False,False,True,14,346,normal,
ABM250EJ_20250618_20250618.txt_SESSION_179_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:02,06/18/2025 13:03,balance_inquiry,,,True,False,True,False,False,True,35,776,normal,032516
ABM250EJ_20250618_20250618.txt_SESSION_180_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:03,06/18/2025 13:05,deposit,,,True,True,True,False,False,True,91,1919,long,130223
ABM250EJ_20250618_20250618.txt_SESSION_181_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:05,06/18/2025 13:07,deposit,,,True,True,True,False,False,True,122,2446,long,130425
ABM250EJ_20250618_20250618.txt_SESSION_182_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:10,06/18/2025 13:12,,,,True,True,True,False,False,True,47,997,normal,
ABM250EJ_20250618_20250618.txt_SESSION_183_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:13,06/18/2025 13:14,withdrawal,30000.0,,True,True,True,True,True,True,45,1072,normal,131229
ABM250EJ_20250618_20250618.txt_SESSION_184_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:14,06/18/2025 13:15,withdrawal,30000.0,,True,True,True,True,True,True,45,1072,normal,131331
ABM250EJ_20250618_20250618.txt_SESSION_185_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:16,06/18/2025 13:17,withdrawal,18000.0,,True,True,True,True,True,True,45,1072,normal,131633
ABM250EJ_20250618_20250618.txt_SESSION_186_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:18,06/18/2025 13:19,deposit,,,True,True,True,False,False,True,87,1788,long,131835
ABM250EJ_20250618_20250618.txt_SESSION_187_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:20,06/18/2025 13:20,balance_inquiry,,,True,False,True,False,False,True,35,776,normal,009703
ABM250EJ_20250618_20250618.txt_SESSION_188_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:21,06/18/2025 13:22,withdrawal,46000.0,,True,True,True,True,True,True,45,1072,normal,132139
ABM250EJ_20250618_20250618.txt_SESSION_189_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:22,06/18/2025 13:23,balance_inquiry,,,True,True,True,False,False,True,35,775,normal,
ABM250EJ_20250618_20250618.txt_SESSION_190_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:23,06/18/2025 13:24,withdrawal,1000.0,,True,True,True,True,True,True,45,1072,normal,132343
ABM250EJ_20250618_20250618.txt_SESSION_191_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:24,06/18/2025 13:26,deposit,,,True,True,True,False,False,True,148,2910,long,132645
ABM250EJ_20250618_20250618.txt_SESSION_192_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:26,06/18/2025 13:28,deposit,,,True,True,True,False,False,True,87,1788,long,132747
ABM250EJ_20250618_20250618.txt_SESSION_193_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:28,06/18/2025 13:29,balance_inquiry,,,True,True,True,False,False,True,36,769,normal,132849
ABM250EJ_20250618_20250618.txt_SESSION_194_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:29,06/18/2025 13:30,deposit,,,True,True,True,False,False,True,87,1788,long,133051
ABM250EJ_20250618_20250618.txt_SESSION_195_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:30,06/18/2025 13:31,withdrawal,8000.0,,True,True,True,True,True,True,46,1106,normal,133112
ABM250EJ_20250618_20250618.txt_SESSION_196_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:31,06/18/2025 13:32,withdrawal,29000.0,,True,True,True,True,True,True,45,1072,normal,133254
ABM250EJ_20250618_20250618.txt_SESSION_197_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:34,06/18/2025 13:39,deposit,,,True,True,True,False,False,True,220,4595,long,133956
ABM250EJ_20250618_20250618.txt_SESSION_198_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:39,06/18/2025 13:39,,,,True,False,True,False,False,True,9,299,short,
ABM250EJ_20250618_20250618.txt_SESSION_199_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:40,06/18/2025 13:41,deposit,,,True,True,True,False,False,True,87,1784,long,134158
ABM250EJ_20250618_20250618.txt_SESSION_200_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:42,06/18/2025 13:43,withdrawal,4000.0,,True,True,True,True,True,True,43,1056,normal,134312
ABM250EJ_20250618_20250618.txt_SESSION_201_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:43,06/18/2025 13:44,withdrawal,7000.0,,True,True,True,True,True,True,43,1056,normal,134404
ABM250EJ_20250618_20250618.txt_SESSION_202_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:44,06/18/2025 13:45,withdrawal,10000.0,,True,True,True,True,True,True,43,1056,normal,134457
ABM250EJ_20250618_20250618.txt_SESSION_203_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:45,06/18/2025 13:46,balance_inquiry,,,True,True,True,False,False,True,32,712,normal,
ABM250EJ_20250618_20250618.txt_SESSION_204_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:46,06/18/2025 13:47,withdrawal,5000.0,,True,True,True,True,True,True,45,1072,normal,134464
ABM250EJ_20250618_20250618.txt_SESSION_205_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:47,06/18/2025 13:48,withdrawal,2000.0,,True,True,True,True,True,True,45,1072,normal,134566
ABM250EJ_20250618_20250618.txt_SESSION_207_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:52,06/18/2025 13:53,withdrawal,4000.0,,True,True,True,True,True,True,45,1072,normal,135269
ABM250EJ_20250618_20250618.txt_SESSION_208_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:53,06/18/2025 13:55,,,,True,True,True,False,False,True,28,640,normal,
ABM250EJ_20250618_20250618.txt_SESSION_209_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:57,06/18/2025 13:58,withdrawal,5000.0,,True,True,True,True,True,True,45,1072,normal,135772
ABM250EJ_20250618_20250618.txt_SESSION_210_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:58,06/18/2025 13:59,balance_inquiry,,,True,True,True,False,False,True,31,687,normal,
ABM250EJ_20250618_20250618.txt_SESSION_211_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 13:59,06/18/2025 13:59,balance_inquiry,,,True,True,True,False,False,True,36,772,normal,135976
ABM250EJ_20250618_20250618.txt_SESSION_212_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:02,06/18/2025 14:03,withdrawal,5000.0,,True,True,True,True,True,True,45,1072,normal,140378
ABM250EJ_20250618_20250618.txt_SESSION_213_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:06,06/18/2025 14:07,balance_inquiry,,,True,False,True,False,False,True,35,776,normal,019847
ABM250EJ_20250618_20250618.txt_SESSION_214_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:07,06/18/2025 14:08,balance_inquiry,,,True,True,True,False,False,True,36,772,normal,140882
ABM250EJ_20250618_20250618.txt_SESSION_215_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:08,06/18/2025 14:09,withdrawal,4000.0,,True,True,True,True,True,True,45,1072,normal,140984
ABM250EJ_20250618_20250618.txt_SESSION_216_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:09,06/18/2025 14:11,withdrawal,26000.0,,True,True,True,True,True,True,50,1181,normal,141087
ABM250EJ_20250618_20250618.txt_SESSION_217_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:12,06/18/2025 14:13,withdrawal,13000.0,,True,True,True,True,True,True,45,1072,normal,141389
ABM250EJ_20250618_20250618.txt_SESSION_219_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:19,06/18/2025 14:20,withdrawal,12000.0,,True,True,True,True,True,True,45,1072,normal,141992
ABM250EJ_20250618_20250618.txt_SESSION_220_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:21,06/18/2025 14:22,balance_inquiry,,,True,True,True,False,False,True,15,374,normal,
ABM250EJ_20250618_20250618.txt_SESSION_221_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:23,06/18/2025 14:24,balance_inquiry,,,True,True,True,False,False,True,19,438,normal,
ABM250EJ_20250618_20250618.txt_SESSION_222_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:24,06/18/2025 14:25,withdrawal,20000.0,,True,True,True,True,True,True,45,1072,normal,142297
ABM250EJ_20250618_20250618.txt_SESSION_223_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:25,06/18/2025 14:26,balance_inquiry,,,True,False,True,False,False,True,35,776,normal,092385
ABM250EJ_20250618_20250618.txt_SESSION_224_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:26,06/18/2025 14:27,withdrawal,7000.0,,True,True,True,True,True,True,45,1072,normal,142601
ABM250EJ_20250618_20250618.txt_SESSION_225_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:27,06/18/2025 14:28,withdrawal,1000.0,,True,True,True,True,True,True,45,1072,normal,142603
ABM250EJ_20250618_20250618.txt_SESSION_226_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:28,06/18/2025 14:29,withdrawal,3000.0,,True,True,True,True,True,True,45,1072,normal,142905
ABM250EJ_20250618_20250618.txt_SESSION_227_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:32,06/18/2025 14:33,withdrawal,80000.0,,True,True,True,True,True,True,45,1072,normal,143307
ABM250EJ_20250618_20250618.txt_SESSION_228_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:34,06/18/2025 14:35,withdrawal,20000.0,,True,True,True,True,True,True,45,1072,normal,143209
ABM250EJ_20250618_20250618.txt_SESSION_230_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:37,06/18/2025 14:38,balance_inquiry,,,True,True,True,False,False,True,35,775,normal,
ABM250EJ_20250618_20250618.txt_SESSION_231_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:38,06/18/2025 14:39,withdrawal,2000.0,,True,True,True,True,True,True,45,1072,normal,143714
ABM250EJ_20250618_20250618.txt_SESSION_232_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:45,06/18/2025 14:46,withdrawal,15000.0,,True,True,True,True,True,True,45,1072,normal,144516
ABM250EJ_20250618_20250618.txt_SESSION_233_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:46,06/18/2025 14:47,withdrawal,10000.0,,True,True,True,True,True,True,45,1072,normal,144418
ABM250EJ_20250618_20250618.txt_SESSION_234_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:47,06/18/2025 14:48,balance_inquiry,,,True,True,True,False,False,True,35,775,normal,
ABM250EJ_20250618_20250618.txt_SESSION_235_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:49,06/18/2025 14:50,withdrawal,100000.0,,True,True,True,True,True,True,45,1074,normal,144722
ABM250EJ_20250618_20250618.txt_SESSION_236_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:51,06/18/2025 14:51,balance_inquiry,,,True,False,True,False,False,True,35,776,normal,025014
ABM250EJ_20250618_20250618.txt_SESSION_237_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:51,06/18/2025 14:53,withdrawal,10000.0,,True,True,True,True,True,True,45,1072,normal,145026
ABM250EJ_20250618_20250618.txt_SESSION_238_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:55,06/18/2025 14:56,balance_inquiry,,,True,True,True,False,False,True,32,712,normal,
ABM250EJ_20250618_20250618.txt_SESSION_239_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:56,06/18/2025 14:56,,,,True,False,True,False,False,True,10,353,normal,
ABM250EJ_20250618_20250618.txt_SESSION_240_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:56,06/18/2025 14:57,withdrawal,1000.0,,True,True,True,True,True,True,45,1072,normal,145529
ABM250EJ_20250618_20250618.txt_SESSION_241_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 14:58,06/18/2025 14:59,withdrawal,5000.0,,True,True,True,True,True,True,45,1119,normal,877336
ABM250EJ_20250618_20250618.txt_SESSION_242_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:01,06/18/2025 15:02,balance_inquiry,,,True,True,True,False,False,True,32,716,normal,
ABM250EJ_20250618_20250618.txt_SESSION_243_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:02,06/18/2025 15:03,balance_inquiry,,,True,True,True,False,False,True,36,771,normal,150234
ABM250EJ_20250618_20250618.txt_SESSION_244_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:03,06/18/2025 15:04,withdrawal,3000.0,,True,True,True,True,True,True,45,1072,normal,150136
ABM250EJ_20250618_20250618.txt_SESSION_245_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:04,06/18/2025 15:05,withdrawal,6000.0,,True,True,True,True,True,True,45,1072,normal,150238
ABM250EJ_20250618_20250618.txt_SESSION_246_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:05,06/18/2025 15:06,withdrawal,4000.0,,True,True,True,True,True,True,45,1072,normal,150540
ABM250EJ_20250618_20250618.txt_SESSION_247_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:06,06/18/2025 15:07,balance_inquiry,,,True,False,True,False,False,True,31,690,normal,
ABM250EJ_20250618_20250618.txt_SESSION_248_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:07,06/18/2025 15:07,balance_inquiry,,,True,False,True,False,False,True,31,690,normal,
ABM250EJ_20250618_20250618.txt_SESSION_249_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:08,06/18/2025 15:08,balance_inquiry,,,True,False,True,False,False,True,31,690,normal,
ABM250EJ_20250618_20250618.txt_SESSION_250_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:13,06/18/2025 15:14,balance_inquiry,,,True,False,True,False,False,True,31,690,normal,
ABM250EJ_20250618_20250618.txt_SESSION_251_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:14,06/18/2025 15:15,balance_inquiry,,,True,False,True,False,False,True,31,690,normal,
ABM250EJ_20250618_20250618.txt_SESSION_252_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:19,06/18/2025 15:20,balance_inquiry,,,True,False,True,False,False,True,31,690,normal,
ABM250EJ_20250618_20250618.txt_SESSION_253_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:20,06/18/2025 15:21,balance_inquiry,,,True,False,True,False,False,True,31,690,normal,
ABM250EJ_20250618_20250618.txt_SESSION_255_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:36,06/18/2025 15:37,withdrawal,20000.0,,True,True,True,True,True,True,46,1118,normal,153458
ABM250EJ_20250618_20250618.txt_SESSION_256_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:37,06/18/2025 15:38,,,,True,True,True,False,False,True,27,620,normal,
ABM250EJ_20250618_20250618.txt_SESSION_257_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:38,06/18/2025 15:39,withdrawal,2000.0,,True,True,True,True,True,True,46,1106,normal,153841
ABM250EJ_20250618_20250618.txt_SESSION_258_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:39,06/18/2025 15:40,,,,True,True,True,False,False,True,27,620,normal,
ABM250EJ_20250618_20250618.txt_SESSION_259_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:40,06/18/2025 15:40,,,,True,True,True,False,False,True,27,620,normal,
ABM250EJ_20250618_20250618.txt_SESSION_260_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:40,06/18/2025 15:41,withdrawal,1000.0,,True,True,True,True,True,True,46,1106,normal,154113
ABM250EJ_20250618_20250618.txt_SESSION_261_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:41,06/18/2025 15:44,deposit,,,True,True,True,False,False,True,104,2148,long,154162
ABM250EJ_20250618_20250618.txt_SESSION_262_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:44,06/18/2025 15:45,withdrawal,2000.0,,True,True,True,True,True,True,45,1072,normal,154464
ABM250EJ_20250618_20250618.txt_SESSION_263_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:45,06/18/2025 15:46,withdrawal,5000.0,,True,True,True,True,True,True,43,1050,normal,21
ABM250EJ_20250618_20250618.txt_SESSION_264_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:46,06/18/2025 15:47,withdrawal,7000.0,,True,True,True,True,True,True,45,1119,normal,902906
ABM250EJ_20250618_20250618.txt_SESSION_265_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:47,06/18/2025 15:48,balance_inquiry,,,True,True,True,False,False,True,36,771,normal,154768
ABM250EJ_20250618_20250618.txt_SESSION_266_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:48,06/18/2025 15:49,withdrawal,5000.0,,True,True,True,True,True,True,45,1072,normal,154870
ABM250EJ_20250618_20250618.txt_SESSION_267_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:49,06/18/2025 15:50,deposit,,,True,True,True,False,False,True,87,1788,long,154772
ABM250EJ_20250618_20250618.txt_SESSION_268_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:50,06/18/2025 15:51,,,,True,True,True,False,False,True,29,672,normal,
ABM250EJ_20250618_20250618.txt_SESSION_269_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:51,06/18/2025 15:52,withdrawal,2000.0,,True,True,True,True,True,True,45,1119,normal,905119
ABM250EJ_20250618_20250618.txt_SESSION_270_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:52,06/18/2025 15:53,deposit,,,True,True,True,False,False,True,112,2336,long,155175
ABM250EJ_20250618_20250618.txt_SESSION_271_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:54,06/18/2025 15:55,deposit,,,True,True,True,False,False,True,61,1273,long,
ABM250EJ_20250618_20250618.txt_SESSION_272_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:55,06/18/2025 15:56,withdrawal,5000.0,,True,True,True,True,True,True,43,1056,normal,155553
ABM250EJ_20250618_20250618.txt_SESSION_273_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 15:56,06/18/2025 15:56,,,,True,False,True,False,False,True,10,353,normal,
ABM250EJ_20250618_20250618.txt_SESSION_275_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 16:16,06/18/2025 16:16,,,,True,False,True,False,False,True,9,299,short,
ABM250EJ_20250618_20250618.txt_SESSION_276_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 16:16,06/18/2025 16:21,deposit,,,True,True,True,False,False,True,214,4189,long,161979
ABM250EJ_20250618_20250618.txt_SESSION_277_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 16:21,06/18/2025 16:22,deposit,,,True,True,True,False,False,True,87,1788,long,162282
ABM250EJ_20250618_20250618.txt_SESSION_278_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 16:22,06/18/2025 16:24,deposit,,,True,True,True,False,False,True,87,1788,long,162284
ABM250EJ_20250618_20250618.txt_SESSION_279_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 16:25,06/18/2025 16:26,withdrawal,10000.0,,True,True,True,True,True,True,50,1181,normal,162687
ABM250EJ_20250618_20250618.txt_SESSION_280_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 16:27,06/18/2025 16:29,deposit,,,True,True,True,False,False,True,87,1788,long,162689
ABM250EJ_20250618_20250618.txt_SESSION_281_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 16:34,06/18/2025 16:34,balance_inquiry,,,True,True,True,False,False,True,33,730,normal,163444
ABM250EJ_20250618_20250618.txt_SESSION_282_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 16:40,06/18/2025 16:40,,,,True,False,True,False,False,True,9,299,short,
ABM250EJ_20250618_20250618.txt_SESSION_283_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 16:40,06/18/2025 16:41,withdrawal,100000.0,,True,True,True,True,True,True,45,1074,normal,163992
ABM250EJ_20250618_20250618.txt_SESSION_284_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 16:42,06/18/2025 16:42,,,,True,True,True,False,False,True,27,620,normal,
ABM250EJ_20250618_20250618.txt_SESSION_285_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 16:42,06/18/2025 16:43,withdrawal,49000.0,,True,True,True,True,True,True,43,1056,normal,601940
ABM250EJ_20250618_20250618.txt_SESSION_286_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 16:43,06/18/2025 16:45,deposit,,,True,True,True,False,False,True,111,2270,long,164395
ABM250EJ_20250618_20250618.txt_SESSION_287_20250803_093331,ABM250EJ_20250618_20250618.txt,06/18/2025 16:46,06/18/2025 16:47,withdrawal,84000.0,,True,True,True,True,True,True,45,1072,normal,164697
